# omega_cold,sigma8_cold,hubble,ns,omega_baryon
0.23224000,0.72301258,0.64436540,0.93674718,0.04327358
0.31685337,0.74918913,0.63735636,1.00819702,0.05195721
0.35448041,0.75485192,0.71626027,0.93743613,0.04557860
0.24107853,0.72720357,0.60143564,0.97362104,0.04307805
0.39935631,0.89021741,0.63634650,0.97665980,0.04622135
0.32757512,0.83164660,0.70368901,0.93532298,0.05312698
0.29041434,0.81407653,0.62000723,0.94451690,0.05128578
0.37753241,0.78270376,0.72449338,0.95964324,0.04203147
0.27970336,0.78878882,0.65517348,1.00358956,0.04037070
0.38480110,0.88346649,0.67432620,0.92680242,0.04073756
0.39669859,0.73749998,0.62063052,0.96947265,0.04658945
0.35002009,0.78015204,0.78433570,0.94113821,0.04148907
0.33326064,0.87500493,0.62439748,0.92475988,0.05609717
0.33931221,0.80647795,0.74477785,0.98060983,0.05906969
0.34220534,0.83207709,0.70279090,1.00191725,0.05292284
0.30328006,0.87870473,0.70079319,0.92492413,0.04715745
0.34274132,0.69561734,0.70575930,0.96209047,0.04490668
0.33330658,0.71264722,0.72595735,0.96994930,0.04741425
0.28397595,0.65959884,0.67100480,1.00001237,0.05079601
0.24736809,0.70014286,0.63345094,0.92395229,0.05664054
0.38861898,0.65029389,0.70962546,0.96634231,0.05171120
0.32979563,0.75601499,0.74293043,0.98648728,0.05491445
0.31151538,0.82586389,0.60305315,0.98844164,0.04220973
0.30384295,0.74277284,0.73805144,0.99927949,0.04962331
0.31563251,0.68996885,0.62198776,0.96149089,0.04949487
0.28811971,0.87781638,0.68788819,0.92007644,0.05240570
0.39628640,0.76931142,0.75349465,0.94167549,0.05335586
0.33751928,0.67037989,0.76407481,0.99425355,0.05369318
0.31249562,0.71385210,0.77005313,0.97375487,0.05247818
0.23507032,0.70433296,0.68151901,0.93249982,0.05416072
0.24533044,0.88794436,0.66886442,0.95147043,0.05274786
0.37096338,0.83286392,0.78450766,1.00476318,0.04734578
0.39537266,0.73281175,0.67513272,0.96017166,0.04321815
0.33702274,0.79803962,0.69628021,0.96004941,0.05967214
0.23900147,0.83886241,0.68136156,0.95501443,0.05879112
0.24257537,0.68160853,0.63898861,0.96784207,0.04604258
0.31718205,0.74999007,0.64117991,0.97098998,0.05977799
0.25352673,0.80103923,0.78989836,0.94498152,0.05124669
0.37316875,0.73227506,0.63584167,0.95911773,0.05528807
0.34397024,0.86711703,0.61760501,0.92357177,0.05694263
0.32813265,0.70089958,0.70273452,1.00017240,0.05391737
0.32801892,0.85129531,0.76499042,0.94713642,0.04719048
0.36607757,0.89069478,0.62469908,0.99624384,0.05374837
0.26578960,0.83758978,0.79956811,0.94303607,0.04821084
0.30808920,0.67233298,0.78110985,0.93161953,0.05193314
0.38957873,0.86134409,0.65948999,0.97424713,0.04565290
0.32382785,0.85829313,0.66722670,0.95700166,0.05787918
0.28471616,0.66582053,0.75299172,0.97841192,0.05675818
0.39859591,0.89686752,0.72576635,0.95494934,0.05749334
0.39090795,0.74707316,0.69309978,0.99681389,0.05952169
0.23544206,0.86983938,0.62127450,0.98080914,0.05969321
0.23322488,0.77154655,0.61614688,0.99746177,0.05300245
0.31764857,0.87390672,0.72598389,1.00756887,0.05807783
0.31894486,0.87613842,0.64576740,0.95137379,0.04811144
0.26485841,0.75757784,0.71257457,0.98616102,0.04813868
0.38595604,0.72994267,0.62013524,0.92878902,0.04871073
0.39961863,0.88091889,0.64604608,0.99131074,0.04042896
0.25654457,0.87809445,0.76318639,0.96321451,0.04211927
0.24339345,0.79443508,0.75764795,0.96821894,0.05941028
0.26860963,0.69499727,0.68560610,0.94094846,0.04876000
0.23234217,0.86439299,0.75081116,1.00463358,0.04074662
0.32658582,0.85739448,0.75252987,0.97802400,0.04613242
0.25137752,0.77859279,0.60075640,0.97246209,0.05675258
0.29661327,0.80400301,0.72499757,0.96290586,0.04507157
0.31863595,0.79541336,0.78779225,0.93494953,0.05777535
0.24491215,0.82063128,0.78214664,0.98183072,0.04084518
0.36276338,0.80019598,0.76735448,0.98613308,0.04751505
0.33026020,0.74139460,0.62771030,0.96843155,0.04911543
0.35150312,0.68303426,0.76984425,1.00762174,0.04964474
0.27113739,0.71734091,0.72868551,1.00739331,0.04214962
0.31357441,0.85592367,0.69156810,1.00072115,0.05373494
0.26730139,0.89961012,0.75208434,0.98291310,0.05839662
0.27916013,0.78680645,0.60951524,0.92452717,0.04682154
0.26523698,0.76310353,0.79649514,0.93247975,0.05173457
0.30816330,0.69742102,0.60303027,0.98895581,0.04530553
0.25107984,0.83361574,0.62863363,0.99534772,0.04906676
0.37141235,0.70944823,0.70211366,0.95641514,0.05453084
0.23468500,0.76738837,0.61153583,0.93936969,0.05087617
0.37598052,0.88209440,0.62501379,0.94686355,0.04839339
0.32266134,0.78345917,0.74403621,0.97990473,0.04993379
0.37958288,0.82495363,0.77010592,0.96176580,0.05294681
0.32087820,0.67119579,0.74413058,0.95853482,0.05752477
0.23042129,0.89970843,0.62130466,0.96483650,0.04464791
0.31701553,0.71750565,0.71754698,0.97679268,0.04185319
0.24658801,0.80373671,0.66565591,0.96311246,0.05174761
0.26112205,0.76728734,0.61651027,0.93093859,0.05261113
0.33249437,0.75110400,0.76226242,0.99329933,0.04977673
0.35618064,0.75593913,0.64727356,0.97104267,0.04607795
0.24473887,0.71282871,0.72825907,1.00206628,0.04794677
0.33425763,0.66065261,0.63117620,0.98469304,0.04142447
0.35027091,0.70697123,0.65595368,0.93655642,0.05527151
0.37376902,0.77081926,0.72180339,0.93951057,0.04341204
0.29497017,0.85353946,0.78876883,0.92088092,0.04716437
0.23213733,0.89386127,0.64340901,1.00893258,0.05688789
0.23922813,0.86462097,0.71115396,0.92390470,0.05039816
0.36859228,0.89708441,0.60919285,0.94512551,0.04434899
0.23045400,0.66966641,0.62541094,0.97265445,0.04542403
0.27161220,0.72958780,0.64503701,0.95713985,0.05668257
0.31645903,0.78728547,0.69715167,0.99919954,0.04180813
0.36612897,0.66928040,0.68395167,0.95350756,0.05892542
0.30652699,0.82243103,0.73287313,0.94748272,0.04471401
0.27235455,0.87160777,0.78378713,1.00128955,0.04046028
0.24178842,0.76804264,0.77103954,1.00671847,0.04854235
0.37762034,0.82874588,0.79249424,0.99909641,0.05410433
0.29396808,0.73448470,0.66658493,1.00352058,0.04891777
0.32506525,0.71538496,0.72280467,0.92776652,0.05817899
0.31784542,0.78204233,0.77467137,1.00255201,0.04919289
0.24421129,0.75498901,0.76181572,0.92126975,0.05483605
0.23574091,0.89474562,0.67933561,1.00006870,0.05578825
0.39084550,0.75229862,0.70149920,0.93126595,0.05295031
0.37022243,0.78736093,0.71569362,0.99360264,0.05027734
0.25426181,0.69792760,0.64841033,0.92375395,0.05692145
0.37469281,0.76487280,0.67131052,0.95598904,0.05573387
0.36705394,0.89839188,0.68616821,0.99220290,0.04217140
0.37965115,0.71575151,0.63673749,0.92436126,0.05633270
0.34895353,0.72644084,0.67922507,0.95488288,0.05668534
0.29718882,0.83468436,0.75614326,0.96694358,0.04797165
0.32948318,0.82404520,0.72277991,1.00806046,0.05313894
0.27325382,0.72076538,0.79755994,0.95113393,0.05195989
0.27563028,0.72154943,0.77494939,0.97410895,0.05263886
0.28862266,0.81448296,0.61113755,1.00942693,0.04273424
0.34862644,0.88403892,0.64351311,0.96066422,0.04639291
0.23200163,0.66659570,0.69035660,0.92319987,0.04887566
0.28689866,0.86059870,0.62592140,0.99451934,0.05427185
0.36128333,0.77304387,0.73656075,0.98426980,0.05416319
0.29515337,0.75221562,0.60861924,1.00981736,0.04614775
0.38063526,0.72176098,0.66187802,1.00630907,0.04373704
0.31944648,0.70474656,0.61875991,0.98473526,0.04765753
0.38327540,0.89875211,0.62455188,0.97606635,0.04566658
0.39764334,0.89769540,0.64887785,0.96556306,0.05606487
0.36079564,0.82921767,0.70561388,0.94411765,0.04094108
0.39296790,0.68616227,0.66217597,0.99362807,0.05702036
0.32701085,0.88632345,0.65439484,0.97896976,0.04058450
0.30113011,0.80268495,0.76703154,0.98429216,0.04298161
0.33647694,0.71391037,0.74743690,0.92057703,0.05058526
0.26095615,0.65091680,0.74026260,0.99737375,0.04833302
0.26507174,0.88000312,0.61930350,0.97214726,0.04327724
0.25776514,0.66976057,0.70192561,0.99503140,0.04925854
0.29070772,0.89929243,0.64748028,0.93263259,0.04739160
0.32970309,0.72015538,0.75182890,0.98759624,0.05882478
0.29399935,0.69316379,0.71176275,0.97075399,0.04174248
0.32447608,0.88870022,0.78453517,0.96753564,0.04871781
0.36248858,0.81768467,0.79548548,0.97446498,0.04866398
0.39640225,0.88695003,0.65139411,0.99164734,0.04819544
0.23529677,0.89054373,0.66903306,0.98010526,0.05251931
0.32514227,0.74249900,0.65356164,0.99420134,0.05473134
0.35193953,0.88943415,0.77042272,1.00400563,0.05118971
0.26841751,0.87748494,0.79220158,0.97054906,0.05232731
0.28948698,0.87743144,0.79873506,0.94203055,0.04955728
0.39231981,0.86260762,0.71608668,0.93749754,0.04953945
0.23953123,0.80804894,0.78618263,0.93368376,0.05679740
0.39877482,0.88850691,0.78682503,0.93904700,0.04491359
0.39757048,0.69048117,0.60986684,0.92992114,0.04792219
0.39889622,0.78841011,0.61039167,0.94212773,0.04087236
0.26074204,0.80444807,0.65801716,0.96854690,0.04600623
0.23678382,0.84836430,0.71764432,0.99171355,0.04940737
0.29665453,0.79220007,0.70771940,0.93461062,0.04101670
0.27259041,0.67554361,0.66892557,0.97676105,0.05911034
0.27072828,0.79698258,0.64030433,1.00338330,0.04244352
0.35415476,0.89002285,0.77253618,0.95623890,0.04091614
0.36413745,0.68434031,0.65884043,0.94846283,0.05241713
0.37189200,0.67141720,0.62135349,1.00920181,0.05999192
0.35220141,0.86139497,0.79937232,0.94833968,0.04038289
0.38688060,0.87626613,0.65197673,0.92789096,0.05531836
0.34823045,0.85763063,0.71089338,0.92830530,0.04846255
0.34287203,0.80512422,0.72178080,0.98709367,0.05318729
0.35334546,0.88311276,0.61328429,1.00599495,0.05419614
0.23204602,0.66477623,0.65084365,0.95564065,0.04038880
0.23497493,0.73283893,0.67670684,0.95328716,0.04401454
0.33595944,0.78875425,0.64813592,0.92461750,0.04801169
0.31401180,0.67490470,0.77878363,0.94952235,0.05485008
0.37570240,0.89202933,0.76851296,0.97409416,0.04287711
0.37308890,0.65858564,0.78272505,0.97222543,0.05588614
0.32998498,0.77964554,0.63276708,0.94473027,0.05106987
0.32039435,0.81577223,0.74893788,0.98909534,0.05844589
0.25035223,0.68435510,0.68949717,0.92032833,0.05299381
0.26446525,0.84652343,0.72544111,0.97281913,0.05404663
0.36793582,0.85779476,0.71575098,0.96422084,0.04517600
0.23096856,0.89129999,0.66687299,0.96315170,0.05620223
0.36831349,0.72305299,0.69759714,0.94863429,0.05833051
0.39067869,0.69100842,0.74687526,0.96603209,0.04006228
0.25214674,0.65720089,0.65895387,0.95232779,0.04791949
0.25104309,0.81613733,0.70401775,1.00462137,0.04376225
0.24784384,0.80204579,0.67373200,1.00947993,0.04486082
0.27906028,0.67531157,0.76245064,0.99230306,0.04528978
0.36052632,0.76647060,0.63129615,0.92365269,0.05665086
0.25488046,0.82889376,0.76785141,0.95050394,0.04992144
0.34832144,0.81116734,0.69747604,0.96183241,0.04570438
0.37782617,0.79137896,0.65456962,0.92681888,0.04295832
0.36430421,0.71311755,0.61958787,0.94324368,0.04622800
0.31569765,0.69108626,0.70876803,0.92748260,0.04539290
0.33078807,0.83437571,0.60694757,0.99388396,0.05405109
0.32048611,0.77612339,0.74801300,0.99821742,0.05975468
0.27632706,0.72789243,0.62029334,0.94896497,0.04336770
0.35981320,0.85216590,0.74155798,0.99430243,0.05311613
0.34171980,0.78510844,0.65817688,1.00533625,0.04857424
0.34977948,0.86767453,0.70734998,1.00065924,0.05887335
0.39263682,0.72950044,0.66296647,0.95359834,0.04939250
0.30079313,0.84414039,0.72257351,0.99985955,0.05525857
0.35505284,0.68526078,0.67915411,0.97809059,0.05350477
0.26870175,0.71495522,0.77710831,0.99770592,0.05340886
0.36797823,0.68562712,0.60117173,0.96479683,0.04826505
0.27991996,0.82954832,0.68320205,0.92657981,0.05453690
0.37613954,0.81884856,0.77226804,0.98432814,0.05898058
0.26949020,0.76448223,0.67685426,0.97520013,0.04002875
0.35353514,0.81851399,0.69848329,0.95717355,0.04625186
0.25248347,0.71186721,0.76118717,0.96964747,0.04250598
0.34650767,0.77240663,0.68200463,0.92973747,0.04830539
0.37223184,0.73827051,0.73963159,0.92980036,0.05985577
0.25729063,0.83416844,0.66350577,0.97522357,0.04181087
0.31084535,0.70845508,0.77320432,0.95815662,0.05973075
0.38376113,0.84238549,0.78901837,0.94252309,0.05324763
0.25638598,0.67448888,0.79714818,0.95483576,0.05652942
0.29544655,0.89190220,0.78788401,0.98023580,0.05718451
0.37848788,0.68222462,0.71410943,0.98846183,0.05437358
0.23457817,0.87046857,0.60954216,0.95614709,0.05848234
0.39611354,0.81525328,0.62939277,0.97318506,0.05906697
0.34541464,0.82027088,0.63166844,0.93595921,0.04761126
0.30723325,0.65766567,0.79151653,0.99649474,0.04102716
0.39559674,0.80629825,0.67811609,0.95962008,0.04376622
0.29287372,0.70974736,0.63986931,0.96412830,0.04009250
0.33463005,0.69299690,0.78976199,0.97018531,0.05461789
0.31252100,0.76322257,0.60525873,0.93216117,0.04523093
0.37425495,0.88815240,0.76826321,0.98471848,0.05432277
0.33797087,0.75211124,0.75186034,0.96216783,0.04782579
0.38894663,0.76630434,0.60622006,0.93601011,0.05261980
0.24576302,0.72197339,0.65707863,0.99490800,0.05532840
0.29497601,0.78590874,0.77271355,0.96619784,0.05929140
0.29959332,0.75097784,0.75140638,0.98827494,0.04120369
0.38169181,0.83160968,0.71974664,0.96547777,0.05211724
0.26352877,0.87453399,0.74716424,0.98851793,0.04725864
0.23263385,0.71202042,0.77008092,0.94510128,0.05508407
0.27479437,0.89211544,0.62766481,0.94123322,0.04361583
0.29312764,0.78689643,0.78011014,0.97086584,0.04042189
0.26002064,0.80830223,0.66840511,0.97468461,0.05256306
0.34839797,0.72824104,0.63392767,0.94673584,0.05290651
0.33540338,0.83965310,0.60033514,0.92468426,0.04641355
0.32995936,0.71460730,0.62836902,0.93157648,0.05510182
0.33861308,0.81110014,0.74305070,0.97994121,0.04484151
0.31646646,0.72002802,0.75880371,0.95675769,0.05166107
0.34835706,0.74108273,0.65385735,0.99019897,0.05673446
0.39930937,0.67623702,0.73454185,0.98645006,0.05518921
0.30027096,0.71518487,0.77122479,0.96034192,0.04807498
0.34966764,0.76723237,0.75454339,0.92035044,0.04208049
0.32990027,0.67182313,0.72360642,0.96045755,0.04616495
0.33230951,0.76189249,0.68341596,0.96928084,0.04856118
0.35668917,0.71680386,0.63452558,1.00522843,0.04886527
0.25525931,0.83378283,0.75251504,0.97373427,0.05057642
0.27168959,0.80259254,0.68171334,0.92447612,0.05366290
0.24415936,0.88070315,0.61928975,0.92931074,0.05306960
0.36388559,0.68134168,0.64901459,0.93020989,0.05291508
0.23600288,0.75362647,0.64725561,0.94104110,0.04961643
0.39306409,0.83937841,0.68231953,0.96255874,0.05098391
0.30803305,0.81436046,0.79674973,0.96447301,0.05922150
0.39550177,0.81402423,0.70434708,0.95125939,0.05728665
0.24517535,0.75310434,0.60026569,0.98343085,0.05095561
0.35414017,0.68784276,0.73393761,0.92896261,0.04782167
0.28002288,0.71423482,0.78947647,0.98813259,0.04626144
0.27132170,0.87246941,0.65640430,0.97632236,0.04848902
0.34068629,0.73169349,0.64687684,0.96100542,0.05066983
0.34033057,0.70383529,0.64318965,0.97943737,0.05527794
0.23384579,0.69889708,0.71984318,0.96147624,0.05002788
0.24246383,0.87634932,0.68485723,0.94083682,0.04972907
0.31299602,0.87180911,0.64974753,0.97328637,0.04006173
0.37665966,0.70632238,0.74366942,0.94692555,0.05657347
0.37295989,0.89973005,0.78176446,0.95478618,0.04063541
0.29953908,0.84417477,0.67032506,0.92486628,0.05046088
0.31220912,0.79925452,0.64330365,1.00269310,0.04926391
0.30485113,0.69164381,0.79613381,0.99856776,0.05329746
0.25804060,0.74039400,0.75985212,0.96505710,0.04052433
0.28068222,0.65106014,0.60685705,0.98661065,0.04112593
0.39639151,0.68517357,0.61822665,0.92023068,0.04560870
0.28544810,0.81543861,0.78285084,1.00232259,0.05043514
0.26672610,0.71488635,0.73843849,0.92263999,0.05997738
0.35160075,0.70182111,0.64377005,0.97513121,0.04872261
0.26914691,0.66573068,0.71037427,0.92108341,0.05154840
0.29228145,0.84179883,0.67584929,0.98605104,0.04140406
0.36852924,0.68860611,0.69411310,0.98855156,0.04413467
0.37129549,0.74821152,0.60600345,0.93208397,0.04171067
0.37515677,0.75227393,0.78493244,0.93710045,0.04740103
0.24937816,0.86968280,0.64824073,0.95721583,0.04415886
0.39667860,0.65781048,0.77486368,0.97144525,0.05287636
0.32055126,0.68267203,0.77504862,0.96878759,0.04643988
0.38899252,0.84398362,0.70778292,0.95087195,0.04526229
0.28498208,0.66985742,0.69437980,0.98960937,0.04884576
0.32375400,0.70282109,0.62110353,1.00359431,0.05653610
0.25924036,0.82982767,0.70045734,0.99042609,0.05776032
0.37025219,0.70012121,0.67007766,0.98664569,0.04106965
0.34617173,0.67178860,0.64795751,0.95221081,0.04289201
0.39922010,0.70102719,0.63403431,0.97825502,0.05714315
0.31528129,0.85112486,0.79604441,0.96948203,0.04597094
0.33542740,0.77276518,0.65067808,0.93335360,0.05284100
0.24996766,0.79136137,0.66246302,1.00039497,0.04078994
0.31416635,0.67044665,0.68818859,0.92719273,0.05208823
0.26492420,0.80666492,0.61009691,0.96454639,0.04225534
0.32574621,0.84151283,0.78103548,0.94353240,0.04793573
0.36800738,0.66057374,0.66353974,0.98071235,0.04176638
0.26747610,0.84463435,0.67823285,0.99029838,0.04830829
0.29950974,0.71004917,0.72218855,0.92176325,0.04885181
0.23197539,0.70768771,0.75973517,0.99487686,0.05099254
0.25469987,0.84132209,0.64068767,0.97806254,0.05512806
0.27512863,0.69489837,0.69298925,0.96668625,0.04884772
0.29210860,0.70822006,0.79352311,0.93617448,0.05110114
0.36006757,0.75720051,0.69427741,0.96289969,0.05282480
0.38735056,0.69324043,0.63125478,0.94727043,0.04876718
0.23964303,0.88184033,0.67751736,0.98949923,0.04314800
0.24575805,0.88401589,0.64252626,0.96627492,0.05696387
0.38874060,0.66679388,0.63853989,1.00196719,0.05199977
0.32358011,0.70858397,0.75576550,0.99877463,0.05008534
0.25440780,0.65427608,0.62851619,0.92968235,0.05853511
0.28375078,0.71844608,0.73513808,1.00289324,0.05130078
0.33523595,0.83720567,0.69515347,0.99285573,0.05095653
0.26022932,0.77023198,0.79565283,1.00568645,0.04959915
0.23038935,0.83123872,0.69485914,1.00111696,0.04711014
0.24061328,0.82618595,0.64035318,0.96969287,0.04985222
0.24173591,0.71798494,0.73005080,0.96661689,0.05507660
0.35984632,0.80376438,0.60457216,0.96740815,0.05092115
0.35478016,0.87455733,0.75291282,0.98448166,0.05938514
0.33631738,0.80943680,0.61574377,0.98832205,0.05459760
0.35740262,0.71480701,0.60535475,0.95615639,0.04333078
0.32168372,0.79109660,0.69399610,0.99277863,0.04893591
0.38039193,0.77543029,0.70601703,1.00197686,0.04084202
0.28014140,0.65111254,0.64820882,1.00821633,0.05837971
0.35313648,0.76121511,0.62353420,0.96829372,0.04198431
0.30165445,0.87818125,0.64753236,1.00914861,0.04395550
0.38214736,0.68621167,0.70662609,0.96704124,0.04382313
0.33472944,0.69436960,0.62096870,0.93880869,0.05054498
0.39836607,0.87493786,0.65915377,0.99735093,0.04077713
0.24640657,0.79271275,0.61608363,0.99779397,0.04836530
0.34959372,0.70921448,0.67798663,1.00048846,0.05304087
0.30672712,0.69319557,0.61747926,0.96794487,0.04509767
0.26685445,0.86462656,0.78482073,1.00549445,0.04231924
0.38065683,0.75699488,0.62773141,0.95021879,0.04059417
0.26891436,0.77655873,0.63423779,0.96105366,0.04447551
0.31884396,0.84642154,0.65925891,0.92745466,0.04587909
0.30058675,0.73084813,0.74052398,0.98404366,0.04250794
0.24141616,0.67926947,0.73168813,0.97314477,0.05184593
0.29417964,0.81644475,0.70532687,0.95716325,0.04721988
0.35320291,0.75244329,0.61049221,0.94462322,0.05579432
0.26943047,0.89901238,0.76010063,0.93496399,0.04091422
0.28306177,0.65430179,0.77614184,0.96214708,0.05365974
0.28827947,0.75050489,0.64730711,0.92872749,0.04332207
0.33867752,0.77308751,0.69512957,0.93521754,0.05921855
0.36919449,0.86955767,0.63834303,0.96062286,0.05220258
0.39095333,0.77690385,0.64958096,0.94242663,0.04645662
0.34601640,0.81426171,0.78314587,0.92193960,0.04473480
0.39552507,0.89116554,0.71224270,0.93231101,0.05847080
0.23594687,0.76110384,0.74428842,0.95507837,0.05454750
0.31585957,0.72230106,0.73370982,0.97116977,0.04374451
0.24012556,0.81146431,0.76631326,0.94286764,0.05747657
0.37715416,0.65310236,0.79272238,0.96232293,0.04956143
0.39754116,0.79430113,0.70470546,0.96743455,0.05868262
0.29054087,0.87592702,0.74714474,0.92372210,0.04386145
0.37680350,0.79751680,0.62678114,1.00805143,0.05400506
0.32482008,0.70238401,0.73974960,0.97376484,0.05408226
0.32640090,0.88141419,0.68405589,1.00765502,0.05526060
0.27129502,0.89779871,0.75226053,0.98785367,0.05104143
0.34053052,0.75266760,0.61436249,0.93187738,0.04310707
0.23451000,0.70935320,0.62624683,0.95545322,0.05610765
0.35515608,0.86791811,0.66033743,0.96991421,0.04232360
0.23416268,0.86798435,0.60877362,0.96696980,0.04830280
0.30072410,0.77608017,0.64279689,0.94386299,0.05326837
0.35877226,0.65346981,0.60113995,0.99405628,0.05823161
0.25110169,0.87297594,0.64983582,0.92212716,0.05374358
0.31292569,0.70760604,0.67381132,0.94782848,0.05891693
0.33476832,0.89188876,0.76891594,0.97786210,0.04159662
0.24311820,0.85153680,0.69052661,1.00636595,0.04399784
0.39119362,0.67692214,0.63637210,0.97233080,0.04575773
0.32349301,0.83221396,0.75603782,0.94064675,0.04582880
0.39939839,0.86511233,0.71629372,0.97100431,0.05079485
0.31832359,0.88945223,0.66304324,0.94410368,0.04187955
0.31688440,0.85573275,0.71401063,0.96540785,0.04468248
0.25360798,0.77929288,0.71381018,0.94839254,0.05183467
0.27527531,0.75028820,0.67788552,0.94572641,0.04380657
0.31348318,0.71405653,0.61034570,0.97493360,0.05184689
0.24370446,0.65099376,0.62710528,0.96855541,0.04578027
0.24073717,0.68140982,0.64452016,1.00398288,0.05522977
0.36846423,0.89845524,0.71897153,0.93968978,0.05471930
0.31264112,0.75223837,0.70452263,0.94579639,0.04124005
0.24162990,0.82074364,0.73006682,0.96441482,0.04168202
0.36013056,0.73090838,0.64184302,0.92655056,0.04036430
0.32684879,0.68306395,0.62145056,0.96838963,0.04687483
0.25868045,0.86691683,0.78360841,0.94798210,0.04987445
0.31124231,0.85697643,0.70411907,0.94964970,0.04835285
0.34495763,0.85249629,0.79123641,0.95971923,0.05695570
0.33452502,0.82498171,0.66548698,0.98170210,0.04672539
0.35138053,0.87598878,0.67301911,0.92609102,0.05676532
0.33728701,0.68326743,0.78611947,0.93011138,0.04528783
0.34001934,0.73077519,0.76822591,0.94987954,0.05230110
0.27542108,0.86112193,0.72840826,0.92816745,0.04366251
0.34340883,0.75771883,0.79538154,0.94311634,0.04649748
0.23508562,0.65179911,0.77902881,0.94500451,0.05960344
0.28848232,0.70861899,0.65266320,0.96679929,0.05269168
0.25338552,0.88030365,0.65255711,0.96536112,0.04292754
0.37671931,0.89794118,0.60379764,0.99033550,0.04158712
0.39711526,0.79493562,0.71624997,0.97106045,0.04701420
0.34626811,0.80051169,0.63294710,0.96166454,0.04212913
0.29382438,0.65258891,0.79158485,0.95317428,0.05920408
0.33298905,0.69670996,0.67008501,0.92186140,0.05050104
0.24090963,0.80452491,0.68824067,0.92711123,0.05594697
0.32806868,0.68768268,0.68149130,0.97551377,0.05547400
0.28825307,0.79984389,0.71739465,0.96877016,0.05997121
0.31821270,0.77619714,0.76561457,0.95460356,0.05633654
0.25937420,0.75012835,0.76491558,0.98037102,0.04923598
0.37511684,0.84286858,0.70058981,0.93414700,0.04836203
0.30886087,0.72043970,0.77602297,0.94073380,0.05255547
0.26541426,0.67496817,0.66367994,0.92491015,0.05215197
0.36442053,0.72548395,0.75490834,0.96375619,0.05365660
0.27381449,0.70784849,0.63450238,1.00022079,0.04292842
0.30142953,0.75527195,0.78942595,0.93308786,0.05233723
0.27693660,0.76467954,0.72357588,0.95364795,0.04157874
0.27482730,0.74059820,0.62293949,0.92256575,0.05234138
0.26611377,0.68962527,0.78330661,0.92091327,0.05266696
0.38187159,0.80426001,0.73796082,0.96683791,0.04942515
0.23344535,0.78627791,0.72593728,0.98891435,0.04004149
0.36236683,0.84770484,0.73173046,0.95559327,0.04269831
0.24702775,0.84271698,0.76280980,0.99749508,0.05539863
0.23305767,0.82213911,0.68764217,0.94391268,0.05558709
0.35837277,0.70362781,0.65454812,1.00371058,0.04970555
0.34668200,0.84022645,0.78486228,0.98210398,0.05790905
0.26956833,0.73179853,0.72236215,0.92548264,0.04881509
0.25393125,0.75956643,0.73571754,1.00088550,0.05213289
0.30153202,0.86585942,0.63426042,0.93358890,0.05946508
0.25423360,0.76297083,0.70178937,0.97422855,0.05975369
0.36137337,0.71572859,0.61195377,0.96800933,0.05909875
0.37247973,0.75710650,0.73206319,0.97340037,0.05323110
0.29440631,0.85001552,0.75587163,0.95400984,0.05778915
0.33139838,0.68037414,0.77039450,0.98410923,0.05199284
0.32309530,0.84268643,0.70054292,0.98239884,0.05652780
0.31313039,0.84209963,0.72140806,0.92585187,0.05851334
0.27855882,0.77694095,0.75907879,0.98646492,0.04132581
0.27428333,0.71528473,0.69682948,0.95291790,0.05936862
0.27571271,0.66311823,0.61774445,0.98927381,0.05344712
0.27023761,0.70853003,0.77742230,0.95163128,0.05221751
0.29089325,0.84688522,0.72650180,0.96042190,0.05832137
0.29715607,0.69837920,0.79297048,0.92217062,0.04259322
0.23375108,0.76606043,0.65565071,0.96959921,0.05248497
0.29199245,0.66414013,0.66516904,0.99804481,0.04955055
0.26574453,0.77216540,0.75062766,0.98971345,0.04356269
0.26734042,0.86746367,0.74930561,0.92690518,0.05175031
0.33821563,0.73869182,0.61482571,0.93189276,0.04506674
0.30416156,0.73348068,0.68183620,0.99441600,0.04667768
0.31514608,0.77098340,0.69181014,0.93689858,0.04070223
0.27134786,0.81663684,0.76340100,0.92151718,0.05058242
0.26156615,0.85269286,0.68511324,0.93030405,0.05934900
0.33213273,0.65950915,0.74301620,0.94982489,0.05317806
0.27655181,0.73925159,0.79323020,0.99523970,0.05961885
0.25246451,0.75479963,0.72340278,0.94331342,0.04718651
0.24631160,0.82643454,0.63241485,0.99995624,0.05717520
0.25582024,0.75257360,0.68046728,0.93196115,0.04931421
0.25725606,0.88515024,0.76038554,0.98656095,0.05970680
0.31200664,0.68051946,0.68983165,0.97968618,0.04208409
0.39926907,0.65174073,0.67402582,0.94217233,0.04673572
0.27912427,0.70566917,0.78671344,0.97951506,0.05506178
0.27511430,0.72385236,0.75351830,0.97036108,0.05638094
0.28952797,0.83066206,0.74865913,0.95685816,0.04682487
0.33210742,0.84088582,0.78199124,0.94799585,0.04267755
0.27844150,0.81612435,0.61723344,0.95488690,0.04696578
0.29691093,0.80290870,0.72467204,0.95544378,0.05254213
0.33958273,0.79606436,0.66257471,0.94188252,0.04520274
0.29644242,0.87121696,0.67083872,0.96247811,0.05707369
0.25575289,0.75015184,0.72959972,0.96204258,0.04618011
0.39477488,0.82971182,0.64392608,0.99926915,0.05083704
0.37312611,0.88933137,0.67784383,0.96593611,0.05800526
0.36675230,0.71195993,0.60756667,0.95366234,0.05196050
