# omega_cold,sigma8_cold
0.28989633,0.65670237
0.33678898,0.66238353
0.33584948,0.88351735
0.34101157,0.85509761
0.32273990,0.66223180
0.30090844,0.68018704
0.31808853,0.82875431
0.27988190,0.84896249
0.34905495,0.88041830
0.34635498,0.69390337
0.24085759,0.70881291
0.32035583,0.65725504
0.36982692,0.78934037
0.36868606,0.72319619
0.25329818,0.74038802
0.31692443,0.71417728
0.30806857,0.88970933
0.33897973,0.72393724
0.23053534,0.88719949
0.30535245,0.77165360
0.31204694,0.79265511
0.25913136,0.71496178
0.36139243,0.88741543
0.23174293,0.74799362
0.24725447,0.66513274
0.37632860,0.89463961
0.37947675,0.66256155
0.39407655,0.65611315
0.30654113,0.75727484
0.34663857,0.75499822
0.32490333,0.81589482
0.27118210,0.76171799
0.28753038,0.85549009
0.29443614,0.65316878
0.39598767,0.73446490
0.33277288,0.67768851
0.24773165,0.70905733
0.31029107,0.80026762
0.29623559,0.72796111
0.39798360,0.65080035
0.38905788,0.88947753
0.31174066,0.79282182
0.39121611,0.87916289
0.31642938,0.87372983
0.36632123,0.75167165
0.33896882,0.81336267
0.27054363,0.79363191
0.39166061,0.79850410
0.39890724,0.76778702
0.37128500,0.89855288
0.29282902,0.67804744
0.27543751,0.79692984
0.37177820,0.88593464
0.28994631,0.82343122
0.33634877,0.79734846
0.26587937,0.73209494
0.33506511,0.87006608
0.29476236,0.66877216
0.36252235,0.65424536
0.39094446,0.88132322
0.39248641,0.84103289
0.26380991,0.85427465
0.38860431,0.83327118
0.31208929,0.75552818
0.24965875,0.71819559
0.38326254,0.89041861
0.35937040,0.75049918
0.27887955,0.88615568
0.38991786,0.80804570
0.25936947,0.80587830
0.35604587,0.68865862
0.26912069,0.81522930
0.29117490,0.67691228
0.38062479,0.76949342
0.33201947,0.73499948
0.31565967,0.85158000
0.23313922,0.78077125
0.26221183,0.71256173
0.29223961,0.68869823
0.26034448,0.84848837
0.27467674,0.70021802
0.33283369,0.68752781
0.26802419,0.88305458
0.33074734,0.67088720
0.36092681,0.67600461
0.35260752,0.73293108
0.28837803,0.72001304
0.39901728,0.87497844
0.24806740,0.65009895
0.25433712,0.78602858
0.36941209,0.66895750
0.25908688,0.78184112
0.26414254,0.86069676
0.39150176,0.82884609
0.32640853,0.73829459
0.26852210,0.67510988
0.32286957,0.68984837
0.28635373,0.75373525
0.35250524,0.82826493
0.24716244,0.86678527
0.34414594,0.71885780
0.36769198,0.87263215
0.39561405,0.86704124
0.39733079,0.70097186
0.30764659,0.74806639
0.31326702,0.66978431
0.30598115,0.84108005
0.25473060,0.76712951
0.39398195,0.76455951
0.25618111,0.68975530
0.31741649,0.84229008
0.26454699,0.86353623
0.34062548,0.76644853
0.30931857,0.81278623
0.29354500,0.84715646
0.26430872,0.70860199
0.30258827,0.85097651
0.31817785,0.79171315
0.37191872,0.74119824
0.31664869,0.88607438
0.26378731,0.79865471
0.30391383,0.72969688
0.34698433,0.73501914
0.25531759,0.74197626
0.39186098,0.79795307
0.29726017,0.82132919
0.36994089,0.85902329
0.31407085,0.75934870
0.26277783,0.75605771
0.38232081,0.74824215
0.34071274,0.81798146
0.34938687,0.87268645
0.31838879,0.88232553
0.32294334,0.73629705
0.37302992,0.77111028
0.24677651,0.65991420
0.39778517,0.75022203
0.26944830,0.82262086
0.25506496,0.86427076
0.35743670,0.69752012
0.36409776,0.83937434
0.33047813,0.75474200
0.35821017,0.73468821
0.24030469,0.80607712
0.23045384,0.71037114
0.33921276,0.89156045
0.33480158,0.71245599
0.24736518,0.78618367
0.28996989,0.84968902
0.28453293,0.69190609
0.33583933,0.84928054
0.32018843,0.80535633
0.26512167,0.76031817
0.23150504,0.68081011
0.39916837,0.67746561
0.34701312,0.72094591
0.25064869,0.85612369
0.30449838,0.66724623
0.30737963,0.85660562
0.32758791,0.71829965
0.33159196,0.79616223
0.31003082,0.74687049
0.32229957,0.80174429
0.24025793,0.65049052
0.35105383,0.82084655
0.27676297,0.86447425
0.29998376,0.84117745
0.31840287,0.74579070
0.32830121,0.86773582
0.38553591,0.77874409
0.35161296,0.81109246
0.33155731,0.80924213
0.30770908,0.72067720
0.34323514,0.80276355
0.38443852,0.65873777
0.33073257,0.65777449
0.36367368,0.75417566
0.29453789,0.73648349
0.29656302,0.67826664
0.30790847,0.72601040
0.28446724,0.71752939
0.34783684,0.85378963
0.29833444,0.71702577
0.23601503,0.78837122
0.36552119,0.80230854
0.25781214,0.70189411
0.26094160,0.82946803
0.27633099,0.88372399
0.36679057,0.78663364
0.32469788,0.84846905
0.25536692,0.75702575
0.36991919,0.68703410
0.37810756,0.83791896
0.38434530,0.84599299
0.25271581,0.70034720
0.37269310,0.76603666
0.36850708,0.72757874
0.36567707,0.80282232
0.35793739,0.65934106
0.26089786,0.69758765
0.37967044,0.85758074
0.24181468,0.84193862
0.30625149,0.69106349
0.27514978,0.89404006
0.30042400,0.89127031
0.31303214,0.84894196
0.34672899,0.85608711
0.24819208,0.67124695
0.27190306,0.70404249
0.33391367,0.66621754
0.38147403,0.78616887
0.26717756,0.82041466
0.39099385,0.76020374
0.26395353,0.84691105
0.30509369,0.83570797
0.26214302,0.79148623
0.24878890,0.81221707
0.31566888,0.86673796
0.34904245,0.67852275
0.34227367,0.72440336
0.36395760,0.67419085
0.26643017,0.81159926
0.26899818,0.77463766
0.35910896,0.87514313
0.34262534,0.85969369
0.29370366,0.74746791
0.29697880,0.80040792
0.28047297,0.67228311
0.29825074,0.65753135
0.25021691,0.81540690
0.31913058,0.84730741
0.29526317,0.70074393
0.39804034,0.72857966
0.28361527,0.77423349
0.27439116,0.66194907
0.26244359,0.85796060
0.27936284,0.69035309
0.36832623,0.74344090
0.32952057,0.79804523
0.32418304,0.72989802
0.38770068,0.81969812
0.23071948,0.86508023
0.24907655,0.74055047
0.37734458,0.88530577
0.31915640,0.68715218
0.28013906,0.86745291
0.39909500,0.77408758
0.23156859,0.87706993
0.26108941,0.65145055
0.25051161,0.70004545
0.39594837,0.81056507
0.23245441,0.89685192
0.29488923,0.88338371
0.30689610,0.76741695
0.31841943,0.66221956
0.32101619,0.65615067
0.31459431,0.74326741
0.36403352,0.86056332
0.27234151,0.83446783
0.31016969,0.81443627
0.38008541,0.75003720
0.24612934,0.81142653
0.30501014,0.84070251
0.34201114,0.77360943
0.38036756,0.71244173
0.34704168,0.79881837
0.29015836,0.78908882
0.31159446,0.71929322
0.24678498,0.71909867
0.34049421,0.67493276
0.25899901,0.74834448
0.38491759,0.77124998
0.24564895,0.72112403
0.27694936,0.72937513
0.36617139,0.89634462
0.33442573,0.65478841
0.35513964,0.77417993
0.28774685,0.85372189
0.31655692,0.67292825
0.32693600,0.83089732
0.25996124,0.82564611
0.23017534,0.72147709
0.24410227,0.67177292
0.36107715,0.87446479
0.23986321,0.71714149
0.31384613,0.88411816
0.23817432,0.77146734
0.29544941,0.66964297
0.27510678,0.76787144
0.36689911,0.74862169
0.39829868,0.69462813
0.23006895,0.67182384
0.38732208,0.65068157
0.35326705,0.67881630
0.25483215,0.80563867
0.27722844,0.79665679
0.33783998,0.70559389
0.33054264,0.66107864
0.27023220,0.89955829
0.23730320,0.82696304
0.27293308,0.75820561
0.25497338,0.68121389
0.31577618,0.81889066
0.23440072,0.80539258
0.24487353,0.81121430
0.30104015,0.74886634
0.31855651,0.73864385
0.39755860,0.71902747
0.31058736,0.65767016
0.31048914,0.80488524
0.35538339,0.71862128
0.28143440,0.80621142
0.34454146,0.85558469
0.39527281,0.65356658
0.31474833,0.72706852
0.32762071,0.74556475
0.34809362,0.89317710
0.30328116,0.66814408
0.35138154,0.76600635
0.27440941,0.84594876
0.34807977,0.77118404
0.28949644,0.72409436
0.39758975,0.72754285
0.36414578,0.81769909
0.25430247,0.85720957
0.26169023,0.67694723
0.37379966,0.76541175
0.24439281,0.83556294
0.32992729,0.75571138
0.23755794,0.85262526
0.37784789,0.74410170
0.39422847,0.73791241
0.27248433,0.78746232
0.36779455,0.77006819
0.26361480,0.81978576
0.29675536,0.69680726
0.30796805,0.71081507
0.32506393,0.76378884
0.23749690,0.69542313
0.23480368,0.83817295
0.34770331,0.82185861
0.34076675,0.76810006
0.26310042,0.69423537
0.38359556,0.76812830
0.30788858,0.70910626
0.24990467,0.72673289
0.36952765,0.77919958
0.29286134,0.81105112
0.36512763,0.85199546
0.29706181,0.81671302
0.33091467,0.75593105
0.25588357,0.74146978
0.35425222,0.85228843
0.25215415,0.68175676
0.34037405,0.83708513
0.29360658,0.76133552
0.23776020,0.75130798
0.37398137,0.70527648
0.24571772,0.82257460
0.28482098,0.88426248
0.39288481,0.89718619
0.34541785,0.83166813
0.33492970,0.86618240
0.28696001,0.88728995
0.32089596,0.72161465
0.26791362,0.87492728
0.29314491,0.89434252
0.32166940,0.66758150
0.31965235,0.74827934
0.34646575,0.78169973
0.37810191,0.73519610
0.33839406,0.75791438
0.23633633,0.79726427
0.30965529,0.71594246
0.30768766,0.69580860
0.33084168,0.77160561
0.39856857,0.83050672
0.30376631,0.68607187
0.25998653,0.86072626
0.28077113,0.70010924
0.39444060,0.71526803
0.36767441,0.78870284
0.36251039,0.85665562
0.30830774,0.65642212
0.29002201,0.71074405
0.24828448,0.67710912
0.27451563,0.68006889
0.27571817,0.68571039
0.31494017,0.73101114
0.23336223,0.85450799
0.32633241,0.76416591
0.23264945,0.81286008
0.35934275,0.76489149
0.27666738,0.73775386
0.28212015,0.73748262
0.28662030,0.89225001
0.30698917,0.69346799
0.32486948,0.70014328
0.24275524,0.79298798
0.28842525,0.89813734
0.26274389,0.69923019
0.25683452,0.86256779
0.23708594,0.88077804
0.23024293,0.76513570
0.34648605,0.74664696
0.24066440,0.67561958
0.36965295,0.73598836
0.28934041,0.66550147
0.36310449,0.84765463
0.25961827,0.79713330
0.31561335,0.68451480
0.35664338,0.82254598
0.35576131,0.74362801
0.25634194,0.84934147
0.35693533,0.86476288
0.39215082,0.77574283
0.25309012,0.72448426
0.33232661,0.74596873
0.36022627,0.85119616
0.33879382,0.76345689
0.25581226,0.80619530
0.24186841,0.74314867
0.24562988,0.86967540
0.27573796,0.85317998
0.39053788,0.76338042
0.24641085,0.70248272
0.33152013,0.84158145
0.33260796,0.80972548
0.36174613,0.87866908
0.37735840,0.88414393
0.30647686,0.76998213
0.33592430,0.73982102
0.39047173,0.73249391
0.28051999,0.82649977
0.39667870,0.87616704
0.25357847,0.80145947
0.31980035,0.74434823
0.30372361,0.82987818
0.23702810,0.78228970
0.39977109,0.87901979
0.32838220,0.82810215
0.24885452,0.67339440
0.25258772,0.87017098
0.30715778,0.84346668
0.36755324,0.72804526
0.23737937,0.74654742
0.34996888,0.87840363
0.35745404,0.68494112
0.24853688,0.72599441
0.39710714,0.74323822
0.26010100,0.78415962
0.29320229,0.86093343
0.33526796,0.73037083
0.26025925,0.80573901
0.39701184,0.81330873
0.26777907,0.70823993
0.25672001,0.78926171
0.36492553,0.85690684
0.33454665,0.88269272
0.24270739,0.71028783
0.35830579,0.87218906
0.25261137,0.71527900
0.25642006,0.83400926
0.27288020,0.68068477
0.38827961,0.80266695
0.39398894,0.75754936
0.27819487,0.80992871
0.36008321,0.82926188
0.29866955,0.81067005
0.33586077,0.80559525
0.34483696,0.77325593
0.24492191,0.82417123
0.36507662,0.82801505
0.23900582,0.77265003
0.37691010,0.87642923
0.31486129,0.76320049
0.37823617,0.86001446
0.33137850,0.68527199
0.25242611,0.81344313
0.34708666,0.73313626
0.38378876,0.89837361
0.25646613,0.78749597
0.24507387,0.70502138
0.39294633,0.79398718
0.23695940,0.86906606
0.30901130,0.78041242
0.27582700,0.79186641
0.38788830,0.73021236
0.38906927,0.82114442
0.32643270,0.89717126
0.38862105,0.65380707
0.37164103,0.65166047
0.23689492,0.77374871
0.37711914,0.78773966
0.29584467,0.68298959
0.31583406,0.66669274
0.36164099,0.69930603
0.25177116,0.89429089
0.34498809,0.77083611
0.36809628,0.81440891
0.35864193,0.86420345
0.37610542,0.67041764
0.31421761,0.83143464
0.23739797,0.88126374
0.26151520,0.85764280
0.32304933,0.69592908
0.36020008,0.82665970
0.25298819,0.86650160
0.25629702,0.80442684
0.31084178,0.88228083
0.28540209,0.81406235
0.39189742,0.71131733
0.36266066,0.88226114
0.28767161,0.77982395
0.37313253,0.67411965
0.35297942,0.71717559
0.33461291,0.85117062
0.33376427,0.88661306
0.30606013,0.80718750
0.35455806,0.65219900
0.23773113,0.83012893
0.29316143,0.72121093
0.38479658,0.65597676
0.38007037,0.87027913
0.39651677,0.80853792
0.27967580,0.89671808
0.35449681,0.78797280
0.30645794,0.76769457
0.35593493,0.89224991
0.29524048,0.70433526
0.31392126,0.80759246
0.39075215,0.76052651
0.30938786,0.88806462
0.37246597,0.79425666
0.33760377,0.76185634
0.27173289,0.74431670
0.26635082,0.70375936
0.35364377,0.84977383
0.34799404,0.89939879
0.30394673,0.71007489
0.26353243,0.76771179
0.27497082,0.78479038
0.25495595,0.85820815
0.30177308,0.67662835
0.26629461,0.79931174
0.26078879,0.72696069
0.23648366,0.81605796
0.33706392,0.79808313
0.37239403,0.76130064
0.31636947,0.69431639
0.34477119,0.83176143
0.38622563,0.66154570
0.24028211,0.85728852
0.35882311,0.72479951
0.36860011,0.78920175
0.23734276,0.65052317
0.24146733,0.74894387
0.25335863,0.88205223
0.25593512,0.71371378
0.30203962,0.81719905
0.32177802,0.78917193
0.24227226,0.72388598
0.39999832,0.80867243
0.24015783,0.86751394
0.28500966,0.71004989
0.27040572,0.75761910
0.32340140,0.89492711
0.37672010,0.70608987
0.36299589,0.85208433
0.27798787,0.83064731
0.34209056,0.82701088
0.36259764,0.81954267
0.30632480,0.80581847
0.34261717,0.86048367
0.36718134,0.89749496
0.24636925,0.89960445
0.23289885,0.75697345
0.25632861,0.86987990
0.30165922,0.80335310
0.38921176,0.74158943
0.27794975,0.69707015
0.39697994,0.69003537
0.32288537,0.66670286
0.30049274,0.75797376
0.36567143,0.85105325
0.37414441,0.72676274
0.24985674,0.66402812
0.27840197,0.89337851
0.27208551,0.86553109
0.39791619,0.74600701
0.28502598,0.84185672
0.30332172,0.84039243
0.29167624,0.69139054
0.35265160,0.68534719
0.29050666,0.74898613
0.28765878,0.88890979
0.39178335,0.85601379
0.27200933,0.79845830
0.32000204,0.89728541
0.33519615,0.72569396
0.35319454,0.67629769
0.28411858,0.67208467
0.31206366,0.80954161
0.25271179,0.73093419
0.32436702,0.76341764
0.33925587,0.75626796
0.26491077,0.72761873
0.29743310,0.75963404
0.39419713,0.74154010
0.26138132,0.80737705
0.27213608,0.77766680
0.34476553,0.75493415
0.36083431,0.76437397
0.28946353,0.66049634
0.24299476,0.73277697
0.26875256,0.74306640
0.32357198,0.67420644
0.38075181,0.83229598
0.30169992,0.80595561
0.26444718,0.78320835
0.27700790,0.75611807
0.38156623,0.72432394
0.27381123,0.65981044
0.39542193,0.74409826
0.33713870,0.88358128
0.31393467,0.77121991
0.37798648,0.70143117
0.27128182,0.86743373
0.27608863,0.69907679
0.38225887,0.66461458
0.28517582,0.70577952
0.24382704,0.79624807
0.31758158,0.69675250
0.39520796,0.68872620
0.29957373,0.79140540
0.34250892,0.79496711
0.25884653,0.80017507
0.28873449,0.65963507
0.30431295,0.82738296
0.35555765,0.70960696
0.33600832,0.88340427
0.32264628,0.76148258
0.29071068,0.79217028
0.35293995,0.81690552
0.38303254,0.81099523
0.31871526,0.68060175
0.25244745,0.82716531
0.38634937,0.65063841
0.25542463,0.84583971
0.28612869,0.81219186
0.33620431,0.80922398
0.28783941,0.83909497
0.27567247,0.79007134
0.28260560,0.72900677
0.30404597,0.82897091
0.27480815,0.65707955
0.35018545,0.77395563
0.31530037,0.83304528
0.23224864,0.74016329
0.31542447,0.89617600
0.38056649,0.86571616
0.28073846,0.86198776
0.23828265,0.71199985
0.27066515,0.77973385
0.37356584,0.82507957
0.36355323,0.66530997
0.27091293,0.70271393
0.27065281,0.87081433
0.27104256,0.82974770
0.23462689,0.79401990
0.30667095,0.75202111
0.38760480,0.77260470
0.26174208,0.86770653
0.24446767,0.74979324
0.34094495,0.71339120
0.39761086,0.82291386
0.27912990,0.69993564
0.29383929,0.73532064
0.38368116,0.65476174
0.34257097,0.84043385
0.27871874,0.69164841
0.39949535,0.83774723
0.38468119,0.86448150
0.26641306,0.74980476
0.30754047,0.74892147
0.37136319,0.82362258
0.23728225,0.85952343
0.37223994,0.71916981
0.29798839,0.85104679
0.30131144,0.89793873
0.33171826,0.74535003
0.33371656,0.84862499
0.39727404,0.72344085
0.29546897,0.87687719
0.30599203,0.68287142
0.34817699,0.71978135
0.38382769,0.81490842
0.28611297,0.88036691
0.31913337,0.86664374
0.26184161,0.87111734
0.23203960,0.69906863
0.39675009,0.83506233
0.28222208,0.84843435
0.33122013,0.79274094
0.39477814,0.73674000
0.27005564,0.76486021
0.31703828,0.69261157
0.33088704,0.70946682
0.31833013,0.69275047
0.28820501,0.68557018
0.35795653,0.70538575
0.32259146,0.66904376
0.26263270,0.85395816
0.36018121,0.68070212
0.33916879,0.87004505
0.25522877,0.78802974
0.35151017,0.77517896
0.30533518,0.77646633
0.33820773,0.79028120
0.39280394,0.70650983
0.27434672,0.88917497
0.26298065,0.72876126
0.38820883,0.77906000
0.23468264,0.75326775
0.24052348,0.69955946
0.23417059,0.86853863
0.38607211,0.80312339
0.39118805,0.78504560
0.33475974,0.75732802
0.39554085,0.79811668
0.29350060,0.65734627
0.26281120,0.89601590
0.36448528,0.76922063
0.32987614,0.89506882
0.25236074,0.71469610
0.28789870,0.67387802
0.36071048,0.86389953
0.27997148,0.71227843
0.26100246,0.76069680
0.28780030,0.88113308
0.28214154,0.70570620
0.30691313,0.87241539
0.39613549,0.80633208
0.36994882,0.71507624
0.25586433,0.83851763
0.38372268,0.80093466
0.24131475,0.65360522
0.35057106,0.75134976
0.26749231,0.66025916
0.30639944,0.86171466
0.37171923,0.87391313
0.33693796,0.89822332
0.24072875,0.77885224
0.31609568,0.79983609
0.39037702,0.87766005
0.27636870,0.78205727
0.27629020,0.69755723
0.25240112,0.73795871
0.29775134,0.71146933
0.38979251,0.80932911
0.23886370,0.68039828
0.26880347,0.68934221
0.31951109,0.89573464
0.39359082,0.68410981
0.39221851,0.76188078
0.38731700,0.84821741
0.38795684,0.89504551
0.27359785,0.67159822
0.34903208,0.88818328
0.27751054,0.72620721
0.33487218,0.81506093
0.35615035,0.83395508
0.29009867,0.81549061
0.34999241,0.77321931
0.27305113,0.80214797
0.29017261,0.86267043
0.36523698,0.74876388
0.39624996,0.80896599
0.37566809,0.74756993
0.32696950,0.69713001
0.27103573,0.66715633
0.34197188,0.87059962
0.33773702,0.80864675
0.35492943,0.85363260
0.26542363,0.83552770
0.24754983,0.76572919
0.28199254,0.88900328
0.32441185,0.88208627
0.36192823,0.75622741
0.29857520,0.81986055
0.33135817,0.79086575
0.31503625,0.72749067
0.26535705,0.72298540
0.24590485,0.83172462
0.33038381,0.66394512
0.28317992,0.81575270
0.37666672,0.89112236
0.39291891,0.81780361
0.29926226,0.70679272
0.34653289,0.76937748
0.36294248,0.68519866
0.25810400,0.88387257
0.25651892,0.70705603
0.28326888,0.72438964
0.37773163,0.73345402
0.33242402,0.70913460
0.38864787,0.72931124
0.30944129,0.67125785
0.36565823,0.89352004
0.25103195,0.68862508
0.28259633,0.69762249
0.23109202,0.76862339
0.30005583,0.69117778
0.24448739,0.68347796
0.26886794,0.81839194
0.23731159,0.69646753
0.34868932,0.68820284
0.35436043,0.82797761
0.27186835,0.74437619
0.39903758,0.80428330
0.39967846,0.69884048
0.24433577,0.76245899
0.36423561,0.86680258
0.34074344,0.73717331
0.35334889,0.84685115
0.29913953,0.70357581
0.38838837,0.68216544
0.24822809,0.76168118
0.23249754,0.89703476
0.36062557,0.68578767
0.37911993,0.84424867
0.34381364,0.80725223
0.26276334,0.86765170
0.30254801,0.71546467
0.38532291,0.89513459
0.30785402,0.87943134
0.30468438,0.76670310
0.34571487,0.85876182
0.33517520,0.70209906
0.28377597,0.73736128
0.25479069,0.84904781
0.33439708,0.75840014
0.33219610,0.65282835
0.25019186,0.69253156
0.31746705,0.72207963
0.31947420,0.87306342
0.26257506,0.72290773
0.25549775,0.68762215
0.39373088,0.81360936
0.23818517,0.77745232
0.27138379,0.69379010
0.32658696,0.74563487
0.37817608,0.74883589
0.25283935,0.88148183
0.33938301,0.78420424
0.30758694,0.76798113
0.33719327,0.69637313
0.27211446,0.69825709
0.25164910,0.67500516
0.32631690,0.79609495
0.29133004,0.72683975
0.39388517,0.66617886
0.31401874,0.74502065
0.37969577,0.81504604
0.34669333,0.76984380
0.38268507,0.76688020
0.35459859,0.66219254
0.29025934,0.67363367
0.27597566,0.84799759
0.39665314,0.82193718
0.38686795,0.72059504
0.33530859,0.88004168
0.26742940,0.67128581
0.34552414,0.80067777
0.28878700,0.87829451
0.36560730,0.71515537
0.27069809,0.71292841
0.32321060,0.89456872
0.28948226,0.83127948
0.34678012,0.77108716
0.23536257,0.88604369
0.37591777,0.80579923
0.28760202,0.87173164
0.30174556,0.81476670
0.31602295,0.70755711
0.33004282,0.88047012
0.30463617,0.88109276
0.34398297,0.83762113
0.23305718,0.69966306
0.37165067,0.79712059
0.26788089,0.71096797
0.31448470,0.76151941
0.32564565,0.89285100
0.39536763,0.69527395
0.28777857,0.83854605
0.28710567,0.67862288
0.23741257,0.83458529
0.38574520,0.80097882
0.37123553,0.72963057
0.31972402,0.67717898
0.39230700,0.74384847
0.32136083,0.86412432
0.28419365,0.74063005
0.28636410,0.75545297
0.35861120,0.80158441
0.25755203,0.85557166
0.38128366,0.65692238
0.27349401,0.66376819
0.31661051,0.76098514
0.24285544,0.80210557
0.35303123,0.82294268
0.33046208,0.76184977
0.37407930,0.76066744
0.30875145,0.72974577
0.36226307,0.86740457
0.38929208,0.65877385
0.30022713,0.85459381
0.38321574,0.74419377
0.38925145,0.82491118
0.29899892,0.78491516
0.25190185,0.80190410
0.39254222,0.67361014
0.37366449,0.76110460
0.36375537,0.74004340
0.39564703,0.80665831
0.23363174,0.75220870
0.28663810,0.75868861
0.32609321,0.67817386
0.28021069,0.73388397
0.27532972,0.69154812
0.28749964,0.70174228
0.23127475,0.87774611
0.33598654,0.72176724
0.36080320,0.83859398
0.30963186,0.82839284
0.26018145,0.68193002
0.25753345,0.65217383
0.36818390,0.81305011
0.26661853,0.76909447
0.25739115,0.81509138
0.33803228,0.75455835
0.29974249,0.84501152
0.36278993,0.68899159
0.31900066,0.65849085
0.36929727,0.82819055
0.36732685,0.75206292
0.30318316,0.67653280
0.37594562,0.82722730
0.30303928,0.70799059
0.31070613,0.86752960
0.36273836,0.81212953
0.32738526,0.82422203
0.32126332,0.68247109
0.34648296,0.81303753
0.35187886,0.81137865
0.35248869,0.83140357
0.39772608,0.82653242
0.37602983,0.68930935
0.23023595,0.79194853
0.38609134,0.77355442
0.39959635,0.77190128
0.39355736,0.66510267
0.28550274,0.75160304
0.31882774,0.81915322
0.30462742,0.86702208
0.34187830,0.78202065
0.31684673,0.66196360
0.29590688,0.84134948
0.28173110,0.82285308
0.26075449,0.84534289
0.31239526,0.86911435
0.31784829,0.77042486
0.26349375,0.76597508
0.36463101,0.84166529
0.28439332,0.72189760
0.27711948,0.70113745
0.33518866,0.82781137
0.36216057,0.67444437
0.25366353,0.73529904
0.24567172,0.87748574
0.39296526,0.84282783
0.33107120,0.86131492
0.24191437,0.87388996
0.33437435,0.77682825
0.23405473,0.88596935
0.36167709,0.72367159
0.29446538,0.81334874
0.27496478,0.81059543
0.28402922,0.69961191
0.28277436,0.68461606
0.35528883,0.85070360
0.28698074,0.71177417
0.28486626,0.80534792
0.26158437,0.84040499
0.33012164,0.87759396
0.32954607,0.76205677
0.31489687,0.71069709
0.35125052,0.89720983
0.26053247,0.80114064
0.28246089,0.69668656
0.31077315,0.87839651
0.35788160,0.77554506
0.39893164,0.81965412
0.32257470,0.87435083
0.23353634,0.89564677
0.31929475,0.69045999
0.30597156,0.73304043
0.35877056,0.67330120
0.37238500,0.76773093
0.29605543,0.73614670
0.29461933,0.87457499
0.26490005,0.79989089
0.35051832,0.69889146
0.39972687,0.77714205
0.38019084,0.70324986
0.25620491,0.67064708
0.30889211,0.68083397
0.27299767,0.69034341
0.23035140,0.76791883
0.39898073,0.79442024
0.24091089,0.73476387
0.24385178,0.84874608
0.35134437,0.71373400
0.24807759,0.70935875
0.23459385,0.82536684
0.27539139,0.79070667
0.36398032,0.89925698
0.36998891,0.71821792
0.29047882,0.83559757
0.30140933,0.66774892
0.31295993,0.65850171
0.23476528,0.89606095
0.28808320,0.67788574
0.34160684,0.78675869
0.32027676,0.87558849
0.33386412,0.86688254
0.23810932,0.87023938
0.37673733,0.89488930
0.38287377,0.89647523
0.35374798,0.88124102
0.30686768,0.89946423
0.31979338,0.76843680
0.23933621,0.68413349
0.27356763,0.79565680
0.24812677,0.66059344
0.36172241,0.69765973
0.37620272,0.76037160
0.39472669,0.67821285
0.27870425,0.79888961
0.37214060,0.84252128
0.25323118,0.81317526
0.27646940,0.76003754
0.31711550,0.87857035
0.27965450,0.67938307
0.33459427,0.67954275
0.28157747,0.77985385
0.31256845,0.76015625
0.26780151,0.66998503
0.29549679,0.83412112
0.35325793,0.76655761
0.27700168,0.88988909
0.29627544,0.75149460
0.34050739,0.73424635
0.29163333,0.81822216
0.27662275,0.84321721
0.38275431,0.70596416
0.34709757,0.75251275
0.30006009,0.68459436
0.31999201,0.74582312
0.32764085,0.86413328
0.34125075,0.83781085
0.37433612,0.89207057
0.36407837,0.84540521
0.35967316,0.88717272
0.26519106,0.69327591
0.23973052,0.69286553
0.33156083,0.80404488
0.32888170,0.75859107
0.31479748,0.70205201
0.37918093,0.86552223
0.28758780,0.86051887
0.31109196,0.74489654
0.29181108,0.81688239
0.23997129,0.88855404
0.35435373,0.84687997
0.24817237,0.79799930
0.38763316,0.70406947
0.28058191,0.79454935
0.28837740,0.75000682
0.36757743,0.67823359
0.29766425,0.83054852
0.36535791,0.70274329
0.25891038,0.86647283
0.25676074,0.88898598
0.32653442,0.73362579
0.24288031,0.81802773
0.31298177,0.66652679
0.38891757,0.71855022
0.23101776,0.71318010
0.27884432,0.87650889
0.37381526,0.76310087
0.39068052,0.84113751
0.24109213,0.73434595
0.39820272,0.66182278
0.36031022,0.86880378
0.27246006,0.81843226
0.32473833,0.82642885
0.38862782,0.85599618
0.37057824,0.70431235
0.32459596,0.86200734
0.31145569,0.79635999
0.36557107,0.69959054
0.31908229,0.86492225
0.37129384,0.66237039
0.31433961,0.74718552
0.28376415,0.89886875
0.36575457,0.79090106
0.39868234,0.87071326
0.38208631,0.75509052
0.37571673,0.86286658
0.23134043,0.81425715
0.26500516,0.67160236
0.38375003,0.72166371
0.24099417,0.75535905
0.24839477,0.89358182
0.23461559,0.78740778
0.33438387,0.89290202
0.30985303,0.88996417
0.28631635,0.80306250
0.28062042,0.87702643
0.38227736,0.84561320
0.29668508,0.82028401
0.36871116,0.88877177
0.35818222,0.75081602
0.36454765,0.67701986
0.38552359,0.69238245
0.36161602,0.72437371
0.34830345,0.85175740
0.29882817,0.80786989
0.35557397,0.66170311
0.28085905,0.88321343
0.35935800,0.78665320
0.36899780,0.75710617
0.31345005,0.87515306
0.33918631,0.83584679
0.37332740,0.67079496
0.39751568,0.69815935
0.31195158,0.77157167
0.35842478,0.65525603
0.36353852,0.73474611
0.33855253,0.75577966
0.38653326,0.84091981
0.27256796,0.77931188
0.27960269,0.80798189
0.30510664,0.81581978
0.24097097,0.73836970
0.30491869,0.66610604
0.32458062,0.68295133
0.25730992,0.88694606
0.36886535,0.85734493
0.27289307,0.66318273
0.26985920,0.87183680
0.30752562,0.69230543
0.33589164,0.89852444
0.25286305,0.71001513
