# omega_cold,sigma8_cold,hubble,ns,omega_baryon
0.39846446,0.76109861,0.73091935,0.97381278,0.05381475
0.28933237,0.84709448,0.65476038,0.92012837,0.05277004
0.35621133,0.74455596,0.62043465,0.94608753,0.04251143
0.31896274,0.82165240,0.78712609,0.98582890,0.05981862
0.24323105,0.78098825,0.68885442,0.97829407,0.05316553
0.39879871,0.76232337,0.61583289,0.97552200,0.04765952
0.34236043,0.85718488,0.73435306,0.98664066,0.04987148
0.32659476,0.77037689,0.65789987,0.92864098,0.05307700
0.23614878,0.85018120,0.76710447,0.93810023,0.04000670
0.25504351,0.89927524,0.62911629,0.95245701,0.05550957
0.35130142,0.78400443,0.69913890,1.00142742,0.05481270
0.33792451,0.77592174,0.68947958,0.95193796,0.05610612
0.29377590,0.85592962,0.78836988,0.94492922,0.05561905
0.38491042,0.84866218,0.70759102,0.97780267,0.05585856
0.29653934,0.84819147,0.69372816,0.96949902,0.05400810
0.32333149,0.86051621,0.63936210,0.92790885,0.04140889
0.36487860,0.74567531,0.78784939,0.97949967,0.04116388
0.39621796,0.89276550,0.72994052,1.00367032,0.05158136
0.28360408,0.80072432,0.71211662,0.99501163,0.04807026
0.38332176,0.75358976,0.62709447,0.92782394,0.04716137
0.32041895,0.74560634,0.71864694,0.93061128,0.04748199
0.32983663,0.84660833,0.66926163,0.96665315,0.05524485
0.38064921,0.77237788,0.63568276,0.96713098,0.04992605
0.35869731,0.80929012,0.63526713,0.93823066,0.05594488
0.29324040,0.77655273,0.74095952,0.92409145,0.04345037
0.34941283,0.77878166,0.71331914,0.93326753,0.05130830
0.34174825,0.74687756,0.63967169,0.94926888,0.04676750
0.38885862,0.81251695,0.69077976,0.95237542,0.04528945
0.30142159,0.83579456,0.78518192,0.96332670,0.05541557
0.38457522,0.74736934,0.67888131,0.99284678,0.05231323
0.23876414,0.79853310,0.65645534,0.93246322,0.04129264
0.29578144,0.76159569,0.75436139,0.97558640,0.05746112
0.25694412,0.84148008,0.70317885,0.95569955,0.04946369
0.29130483,0.74839867,0.74283946,1.00459003,0.05320783
0.36311695,0.88769164,0.62438981,0.92837690,0.05124233
0.35112124,0.74996612,0.75395765,0.95709625,0.04773003
0.35205424,0.86979389,0.73360990,0.94341538,0.05843446
0.29612093,0.87451014,0.79521259,1.00743208,0.05568715
0.33753136,0.76783864,0.62517611,0.97606129,0.05831535
0.30278777,0.78454521,0.62775466,0.98601062,0.05983570
0.27553225,0.87814424,0.67052638,0.93668365,0.05894176
0.30919433,0.80498472,0.61141950,0.99903538,0.04968737
0.24961458,0.76967133,0.72106190,0.94114852,0.05026084
0.39769045,0.73802715,0.73192454,0.97651888,0.05150981
0.27921378,0.83855571,0.73913206,0.93383752,0.05936945
0.31306620,0.78474511,0.73236541,0.97298123,0.04025412
0.39361764,0.73008512,0.65287125,0.93017450,0.05869430
0.33834223,0.86106574,0.60574752,0.94542827,0.05999938
0.30741500,0.87438469,0.65765065,0.98565351,0.04298792
0.25033267,0.89608299,0.61358001,0.96314105,0.04862009
0.29085731,0.88358521,0.67984980,0.99003559,0.05950910
0.23550461,0.78139156,0.74622821,1.00089899,0.05554148
0.30224558,0.75705785,0.69018465,0.92880248,0.04261992
0.35215431,0.81069316,0.65976680,0.97512940,0.05689195
0.37725950,0.75313817,0.66426949,0.97902880,0.05111409
0.36703474,0.81413492,0.61371863,0.92513517,0.04172099
0.26648010,0.78649654,0.77110865,0.95395219,0.04453937
0.34013549,0.82798559,0.60235349,0.97466006,0.05171298
0.39338927,0.78800073,0.70130143,0.93865044,0.04609458
0.34908598,0.74033643,0.64442782,0.95268592,0.04270196
0.25331083,0.87586687,0.69215433,0.94466614,0.05698858
0.35759818,0.79620474,0.77553148,0.93230403,0.04081517
0.38553599,0.73025558,0.64622245,0.96008329,0.05254958
0.23825714,0.79894105,0.73715814,0.95853594,0.05845603
0.35448817,0.89851080,0.60108503,0.98589234,0.05459418
0.27371013,0.88083600,0.75444025,0.99563019,0.05644307
0.25159117,0.75729857,0.70763722,0.97168299,0.04711094
0.34357242,0.87171295,0.66528691,0.97075047,0.04485548
0.23155708,0.85233259,0.70532118,0.92222786,0.04109017
0.36926301,0.87196782,0.75198598,0.94667827,0.04053065
0.37133557,0.78330396,0.79212027,0.94875753,0.05248836
0.34738483,0.86761974,0.68263643,0.94189289,0.05693317
0.27236390,0.79156488,0.61936930,0.98105756,0.04851429
0.37369434,0.79081941,0.65206572,0.95741704,0.04538978
0.27879873,0.77821518,0.74802485,0.97256117,0.04954250
0.26295180,0.79497066,0.76999357,0.94030460,0.05544259
0.24722291,0.82544943,0.74452243,0.94152689,0.05508581
0.33311037,0.78815828,0.78055401,0.92916466,0.04182714
0.26706476,0.75239797,0.62495007,0.92943745,0.05764279
0.27297151,0.86608446,0.73720183,0.93088891,0.05500887
0.32358291,0.81452273,0.63212894,0.93985307,0.05155664
0.30416406,0.87079660,0.76557267,0.96181459,0.04096214
0.33148954,0.75170921,0.68748899,0.97162993,0.05735456
0.38513179,0.82584914,0.64609407,0.98815640,0.04670849
0.34456417,0.85684645,0.63396500,0.92380117,0.04617279
0.24482693,0.87123493,0.70796267,0.97575527,0.05733934
0.37225170,0.88593692,0.75283252,1.00783273,0.05240236
0.28919442,0.83797215,0.66346031,0.92974933,0.04420950
0.36809903,0.83150375,0.69677990,1.00466158,0.04255855
0.29885938,0.81033430,0.71886493,0.96744430,0.04590018
0.23286250,0.74414408,0.63342252,0.99793560,0.05478492
0.38395970,0.76626974,0.67149719,0.93851662,0.05411730
0.24086012,0.83504244,0.78087244,1.00600837,0.05133567
0.31250238,0.78054324,0.66269217,0.96446585,0.05023229
0.23563790,0.89403723,0.69405203,0.97238104,0.04534307
0.30521146,0.87881345,0.79892934,1.00534885,0.04774459
0.36532030,0.84840628,0.66498774,0.95576637,0.04263762
0.39230839,0.73181411,0.71825379,0.97047346,0.04621668
0.23441236,0.75297155,0.63846130,0.93412640,0.05189943
0.39497503,0.79761197,0.76588065,0.95155089,0.05984153
0.31478107,0.80264455,0.79318919,0.95744397,0.05804038
0.23633436,0.74063091,0.78555600,0.98922687,0.04016527
0.37446227,0.80829329,0.75950744,0.94395562,0.04592632
0.32390066,0.85568953,0.77494591,0.97540655,0.05465909
0.29480622,0.80863639,0.68191235,0.94679792,0.05323581
0.29314007,0.75682047,0.64238716,0.93703092,0.04727247
0.38480536,0.85793668,0.78903699,0.96722112,0.04388484
0.26843028,0.81012765,0.73691366,0.96160270,0.05705084
0.33345955,0.84636070,0.72493646,0.97003062,0.04465170
0.30596894,0.77923022,0.66168861,0.98831624,0.04073928
0.28616435,0.89839219,0.73499595,0.95777754,0.05783763
0.23761314,0.78027332,0.62071974,0.96684239,0.05649998
0.25632248,0.81515409,0.76729007,0.95462038,0.05364903
0.34488229,0.73050588,0.79841173,0.99712025,0.05017746
0.38807509,0.81908318,0.64967647,1.00697507,0.05424027
0.27486497,0.75074433,0.75335920,0.94964392,0.04387160
0.35777473,0.80736169,0.66557015,1.00613026,0.04615242
0.31760971,0.85852546,0.77538848,0.95996694,0.05678864
0.28734025,0.84132464,0.62109332,0.95629938,0.04069088
0.35679365,0.87377850,0.78562912,0.98938690,0.04880582
0.32180010,0.84865873,0.65236779,0.99697933,0.04857880
0.30316974,0.87353372,0.64148237,0.92113713,0.05256605
0.26151897,0.88551470,0.79408737,0.99165063,0.05914666
0.26901980,0.78927533,0.63478282,0.92834798,0.04895978
0.33880227,0.73421218,0.67403702,0.93465482,0.05755433
0.26613889,0.82769485,0.64744033,0.94520381,0.05760249
0.25836389,0.78307796,0.77517041,0.97958780,0.04678964
0.32140282,0.86274331,0.73899764,0.97325768,0.05402172
0.33611447,0.80718514,0.79677985,1.00040670,0.04459486
0.23908770,0.84214552,0.76634331,0.99149835,0.05955633
0.36915025,0.75606936,0.69817436,1.00388625,0.05310989
0.29548068,0.76677884,0.69865800,0.97681555,0.05512250
0.26593569,0.81648270,0.76358010,0.99653544,0.04355867
0.26225898,0.83606968,0.60609022,0.93447557,0.05946779
0.32319555,0.84920028,0.76393809,0.99375059,0.05404874
0.24623961,0.83630863,0.74615798,1.00010187,0.04289804
0.23665903,0.89581900,0.62635103,0.94045289,0.04185831
0.37946835,0.84770970,0.79377785,0.94276284,0.04428498
0.23182020,0.89729882,0.70964759,0.93730716,0.05415443
0.32541948,0.83200881,0.64898169,0.94184065,0.04309531
0.25458315,0.77101380,0.76970515,0.93101863,0.04153372
0.32925598,0.86561462,0.61102806,1.00967578,0.04611244
0.32268572,0.77945904,0.64434922,0.96083929,0.05824029
0.38338996,0.85977498,0.75479900,0.92484341,0.05994729
0.35556545,0.81127287,0.71144706,0.99897974,0.04342501
0.23459418,0.73553163,0.76667149,0.93107732,0.05787503
0.26537929,0.86428342,0.78687031,0.92199954,0.04296771
0.30709576,0.82339505,0.79556967,0.98019060,0.05361460
0.24553838,0.74335488,0.68795110,1.00515055,0.04933252
0.26018417,0.78705035,0.78776361,0.94477415,0.04273103
0.26246724,0.88674612,0.78023685,0.98329488,0.04224262
0.25211584,0.74932263,0.65487781,0.98960521,0.04457465
0.38109227,0.75412064,0.79686814,0.94458972,0.05232478
0.32973623,0.83961511,0.62810928,0.92103079,0.04092162
0.26045128,0.82963427,0.64002995,0.98201319,0.05855069
0.35919193,0.84269579,0.61412194,0.95372681,0.05007660
0.32010796,0.74543678,0.78400812,1.00921152,0.05350718
0.36469508,0.88464365,0.69987071,1.00917320,0.04698125
0.39246870,0.86510662,0.68505777,0.94145092,0.05547097
0.26814248,0.88246289,0.76066533,0.98846565,0.05587454
0.35662243,0.75187350,0.69833375,1.00311912,0.05613619
0.26668719,0.79960790,0.61837422,1.00210800,0.05314112
0.26885744,0.89610681,0.64718034,0.98515613,0.04022557
0.27866063,0.87282668,0.67798864,0.96025008,0.04889247
0.27312843,0.77519059,0.77160080,0.97282427,0.05144346
0.38306129,0.88049504,0.79045766,1.00119274,0.05061632
0.31244986,0.84974825,0.75112923,0.94599886,0.04517628
0.29454360,0.75667806,0.66298862,0.98147756,0.04495376
0.39779302,0.77199606,0.74497149,0.95809566,0.05728798
0.34582259,0.82246365,0.73276229,0.96706310,0.04444792
0.39626228,0.73294576,0.71505785,0.95177139,0.04914644
0.33386317,0.88387261,0.67692706,0.97795961,0.05942986
0.26027071,0.85422625,0.63410170,0.96759436,0.05143885
0.27588631,0.79379641,0.60762719,0.93402710,0.04115423
0.28385684,0.76552543,0.60128931,0.95728701,0.05960704
0.30473403,0.88477565,0.75058118,0.92799611,0.04352136
0.27951054,0.85666313,0.64301666,0.96395155,0.04832144
0.39380916,0.74393939,0.79338749,0.92647015,0.05037809
0.23079021,0.88900078,0.66944187,0.98699688,0.05683707
0.30076286,0.75934968,0.74039740,0.95138475,0.04441339
0.31019338,0.85600198,0.61204801,0.94981740,0.05235722
0.26947267,0.76694488,0.74836103,0.97250167,0.05147033
0.26256531,0.83300094,0.78469634,0.99100101,0.04339671
0.32585747,0.78865780,0.73114303,0.96901803,0.04087356
0.32708730,0.74435430,0.76161617,0.92096301,0.04265770
0.39463544,0.84520126,0.77283962,0.97527085,0.04201055
0.31721487,0.77189599,0.72094582,0.94056599,0.05161925
0.34886332,0.78166276,0.61173825,0.92750912,0.05959914
0.24103652,0.77306166,0.61658564,0.93507706,0.05103323
0.29864123,0.81700791,0.70724732,0.93692436,0.04403720
0.23782685,0.86674889,0.71447167,0.99877611,0.04500592
0.31044063,0.74708781,0.71029333,1.00637086,0.04587789
0.36503701,0.74835429,0.77614487,0.93160152,0.04559619
0.25726142,0.84600316,0.70891579,0.92134188,0.05769133
0.27533003,0.89171752,0.69048419,1.00590576,0.04879026
0.36787573,0.78767143,0.68650060,0.97764687,0.04761947
0.31976977,0.75833574,0.74534881,0.97382005,0.04334563
0.31278195,0.75276948,0.76159490,0.97214603,0.04019857
0.24412132,0.85530073,0.65369079,1.00877450,0.05267416
0.33980912,0.75452463,0.79917964,0.92044230,0.05239378
0.39438788,0.84739621,0.64825846,0.95376788,0.04480791
0.37639603,0.73112089,0.73323025,0.94497442,0.04135554
0.34645950,0.86544325,0.74019476,1.00295816,0.04205267
0.24337027,0.79536081,0.76022337,0.99251369,0.05660958
0.33075218,0.89765030,0.70076848,0.99028068,0.04176994
0.32287578,0.87827476,0.74588208,0.92740035,0.05347215
0.33743441,0.74494026,0.70999226,0.99827040,0.04605009
0.24353943,0.84567470,0.73790388,1.00687899,0.05552666
0.34146593,0.75799114,0.68288297,0.92948632,0.05987371
0.28859385,0.89495201,0.75967052,0.96606785,0.04795118
0.26826824,0.87534383,0.79982897,0.97713531,0.05040986
0.23060786,0.87704828,0.63161692,0.97206906,0.04178091
0.37190125,0.78272273,0.72301552,0.95045989,0.04103595
0.30638351,0.89548667,0.66821109,0.94588047,0.04003463
0.34727649,0.84089123,0.68020518,1.00342745,0.04908519
0.24446242,0.75956729,0.70017797,0.93262772,0.04496704
0.24885830,0.77116815,0.62229532,0.97517835,0.04906244
0.32642187,0.74640230,0.74414966,0.95982446,0.05739798
0.28530800,0.78437722,0.67089777,0.94393511,0.05537401
0.38364055,0.76287459,0.60304264,0.95518484,0.05572299
0.34375367,0.74184181,0.77846820,0.99952376,0.05791692
0.26629013,0.87754532,0.77702431,0.97013681,0.04640357
0.28719437,0.77291521,0.77620308,0.99980769,0.04991848
0.24792447,0.79369411,0.63833553,0.98659936,0.05126808
0.37428511,0.81819806,0.73459191,0.95209721,0.05730242
0.28689277,0.76218456,0.60264869,0.97703047,0.05442357
0.34616238,0.85655493,0.67279980,0.92656684,0.04076018
0.29344701,0.74395061,0.67061954,0.98371816,0.04662416
0.31424331,0.87028578,0.74779866,0.95264406,0.04668497
0.23513519,0.89088465,0.67713975,0.95066207,0.05718066
0.35045533,0.75695399,0.66708953,0.94381314,0.05808895
0.23723650,0.80482946,0.72421819,0.97832611,0.04870871
0.25270483,0.82712011,0.75703234,0.93011933,0.04810600
0.29396255,0.74246501,0.61565077,0.95364122,0.04199003
0.35246999,0.89387958,0.78882881,0.95882510,0.04845742
0.37045122,0.85363810,0.70584834,0.99601472,0.04312292
0.27973962,0.76798301,0.63499987,0.93938196,0.04624564
0.30130359,0.85707559,0.79063801,0.98059868,0.04075444
0.35138696,0.78631976,0.62240241,0.95276259,0.04940162
0.30994159,0.73601640,0.62416557,0.98763110,0.05666469
0.38563145,0.79224240,0.68577807,0.99115572,0.05636988
0.39448650,0.75888154,0.66256929,0.95484461,0.04731031
0.27164172,0.83522720,0.67110530,0.94788521,0.04646590
0.31775480,0.87565119,0.66608156,1.00323610,0.05197393
0.33388890,0.73398750,0.72462282,0.98270973,0.05417340
0.32851994,0.76901839,0.79580047,0.93681970,0.04430296
0.25654317,0.87321596,0.62273119,1.00185327,0.05245415
0.37504415,0.84942529,0.64561483,0.99662396,0.05444971
0.36434912,0.79026433,0.69281910,0.98721340,0.04180053
0.23360193,0.77830368,0.75030342,0.93522465,0.05721386
0.39018047,0.74901612,0.67493859,0.95163988,0.05359355
0.33584421,0.86059058,0.72734866,0.93910292,0.04321853
0.36263982,0.85345536,0.76331966,0.92695498,0.04994170
0.29718388,0.89993362,0.65830316,0.94773986,0.04037415
0.30721334,0.80542423,0.61303880,0.96850219,0.04945911
0.36345040,0.74719219,0.79382343,0.99605438,0.04563123
0.37598124,0.83452790,0.70349976,0.97137020,0.05624129
0.37483932,0.77366566,0.78135070,1.00818209,0.05727548
0.25912847,0.77907432,0.78327700,0.95015988,0.04438795
0.24008193,0.82921786,0.64336805,0.97613115,0.05162071
0.34022429,0.80118282,0.79150982,0.97437480,0.05956663
0.30878469,0.83711952,0.64066551,0.92255215,0.04899620
0.27418191,0.79834593,0.61868023,0.99358259,0.05430822
0.38757949,0.86399024,0.68615667,1.00371759,0.04222931
0.36765298,0.84593486,0.72783683,1.00854412,0.05207896
0.32830150,0.86951049,0.65672213,0.94661776,0.04936282
0.32242945,0.83468427,0.77373815,0.92763172,0.05475365
0.30682590,0.84336305,0.66811659,0.97392085,0.05349885
0.24764385,0.84884558,0.65742200,0.97654885,0.04793519
0.25576863,0.74526409,0.74517428,0.93283580,0.04594848
0.30099881,0.73924616,0.73514075,0.93796887,0.05062419
0.36279069,0.74983525,0.74368570,0.96227497,0.04303893
0.26914456,0.86240093,0.68491486,0.96099617,0.04849631
0.34269393,0.80287084,0.79920954,0.95819464,0.05893237
0.39285339,0.80299795,0.61138155,0.98826117,0.05878496
0.36830799,0.83279910,0.78279052,0.93205777,0.05169140
0.33711983,0.86374851,0.77208519,0.94621841,0.05899878
0.35237397,0.80678368,0.78186598,0.99691049,0.05294532
0.25348251,0.74092108,0.65400155,0.99220211,0.04470296
0.38999850,0.78971585,0.64103964,0.97355588,0.04469050
0.27834149,0.76867246,0.62962979,0.93967118,0.05476361
0.31588411,0.75584648,0.70215022,0.98248613,0.05074486
0.35343083,0.77948583,0.77408529,1.00157788,0.04211665
0.31313426,0.88023665,0.69505505,0.92433838,0.05179118
0.38874410,0.89027788,0.63242870,0.95145403,0.04531820
0.27135811,0.86221747,0.75482472,0.99350214,0.05523599
0.27622557,0.78244304,0.79770985,0.98788238,0.04653071
0.35081155,0.88193552,0.63374437,0.92801649,0.05183670
0.35631201,0.88175442,0.79298232,0.93491762,0.05659883
0.38813569,0.77734287,0.60513260,0.96935042,0.05192739
0.39542022,0.85325659,0.60066386,0.94998640,0.05520415
0.34415648,0.88645024,0.64398435,0.99184178,0.05136076
0.29764555,0.85446786,0.66761340,0.99449964,0.04868950
0.27693226,0.87535676,0.67557442,0.98809859,0.04550604
0.28980234,0.73844479,0.60659534,0.96219618,0.05578875
0.37268897,0.80995968,0.68324433,0.98899262,0.04579453
0.23509735,0.84454487,0.63453752,0.94293396,0.04685960
0.37328323,0.86809676,0.79567408,0.94700579,0.05794404
0.34244348,0.79559662,0.63508719,1.00198446,0.04939138
0.26410366,0.81849727,0.65054403,0.92488828,0.05908318
0.29973935,0.85467328,0.71949233,0.93745720,0.05836554
0.38715735,0.77432397,0.66413443,0.97310580,0.05396751
0.34823909,0.87949444,0.71471725,0.92148768,0.05897419
0.26069522,0.76422345,0.74939201,0.94332845,0.04787434
0.23447396,0.76950074,0.65246947,0.93785527,0.04548082
0.29247358,0.88814551,0.74545891,0.93995874,0.04861433
0.37085792,0.87853279,0.78312665,0.93886481,0.05570792
0.24526262,0.76267327,0.77431249,0.92542644,0.05929837
0.39091011,0.80003520,0.77326482,0.92563907,0.05860101
0.31086490,0.80980415,0.71774852,0.92930419,0.04523066
0.38191699,0.81309537,0.67817770,0.92718921,0.05534002
0.31611991,0.84355967,0.79160941,0.92278820,0.05167163
0.32065803,0.87791452,0.62385742,0.92184827,0.05890051
0.23594332,0.81942223,0.60203012,0.99128640,0.04781490
0.38603578,0.86928724,0.79729683,0.97980291,0.04048151
0.29704459,0.86016712,0.65871999,0.98982799,0.04739615
0.37039563,0.73377225,0.74125903,0.98466227,0.05383251
0.27663636,0.89289181,0.61622375,0.93192077,0.05220360
0.29995308,0.73467933,0.73962691,0.98863523,0.05773208
0.27567817,0.88410182,0.60489103,0.94532056,0.04755139
0.25308297,0.73529264,0.67253080,0.97121694,0.05019585
0.38222479,0.82136878,0.76483427,0.96975750,0.04744180
0.27070966,0.88103036,0.61489797,0.93133676,0.04105006
0.32617520,0.78791174,0.71667018,0.99177521,0.05833814
0.36462758,0.81972844,0.74256182,0.98573525,0.04209644
0.34545011,0.84624434,0.73878177,0.92388118,0.04369409
0.32308768,0.78593697,0.71901113,0.96790566,0.04949862
0.31336913,0.83013186,0.62561062,0.98920046,0.05219208
0.34996636,0.82432795,0.61266104,0.92249535,0.05991310
0.33368464,0.81219535,0.63756837,0.92968111,0.05045713
0.25380785,0.73660535,0.78969562,0.94905227,0.04475847
0.32686561,0.86208069,0.69337212,0.97692559,0.05138696
0.36258515,0.87612503,0.71788375,0.98216892,0.05771256
0.27758779,0.78674258,0.63590665,0.93413086,0.04546007
0.28576346,0.74080808,0.67978386,0.98396088,0.05187525
0.34712760,0.88570381,0.76890936,0.97945943,0.04903639
0.30025826,0.84910929,0.69462963,0.95075831,0.05106923
0.26583870,0.74776580,0.69796951,0.96840546,0.05748776
0.29676516,0.74799070,0.75501405,0.97489613,0.05496870
0.27733680,0.80475740,0.60930945,1.00666210,0.05816557
0.33570231,0.75053712,0.79753702,0.97805879,0.05684407
0.36022903,0.74042917,0.74726742,1.00941680,0.05224190
0.38138315,0.88837964,0.73647192,0.94362085,0.05653752
0.33856324,0.82820673,0.71803063,0.92374590,0.05438357
0.24641479,0.77577190,0.70937294,0.99713678,0.05463039
0.31155583,0.81546895,0.68814698,0.95848699,0.05630565
0.26978857,0.73447626,0.72049057,0.99762963,0.04042344
0.27269556,0.82192018,0.74740932,1.00753444,0.04418400
0.23221564,0.88033038,0.67196769,0.94262725,0.04449762
0.25944585,0.89638218,0.64846096,0.96248809,0.04101638
0.24047321,0.80094999,0.74991607,0.92628427,0.04565942
0.35590088,0.82882963,0.63048520,0.95418594,0.05907099
0.39891719,0.86731339,0.75905415,0.98774213,0.05288920
0.30821305,0.82289832,0.76927660,1.00270341,0.05671644
0.29220284,0.83934998,0.67943282,0.92925322,0.04489561
0.31035505,0.81472952,0.75127564,0.97582819,0.04124190
0.33194984,0.75980801,0.69528806,0.95480247,0.04924185
0.32790377,0.83000896,0.69165443,0.97103762,0.05330963
0.23691532,0.80567928,0.66884584,0.98034497,0.04132464
0.26871446,0.75845978,0.71562696,1.00628138,0.04891033
0.32588832,0.75213430,0.66082259,0.95866533,0.05112007
0.37158406,0.73858181,0.75590415,0.92082814,0.05216183
0.28699571,0.88527344,0.65611451,0.93291407,0.04230981
0.26977654,0.87305448,0.60882881,0.93316617,0.05030409
0.28246362,0.89872007,0.76539330,0.98026553,0.04545051
0.31529661,0.87058469,0.63866192,0.94894084,0.04437169
0.28605750,0.81779857,0.74851239,0.97350734,0.05978838
0.24070892,0.82351569,0.66038578,0.93624942,0.05469585
0.26391096,0.82413236,0.63322800,0.92176433,0.04768722
0.30356769,0.88163670,0.62211917,0.92634172,0.04511081
0.28542646,0.84309984,0.66320087,0.95534344,0.04934422
0.39174556,0.83699600,0.60840283,0.95495114,0.05858202
0.34530662,0.84999834,0.68126012,1.00401641,0.04126162
0.24193284,0.76347230,0.60037322,0.97723374,0.05119014
0.28302627,0.81266697,0.75008953,0.94683477,0.04257440
0.25541175,0.81396003,0.72182308,0.99072425,0.05035795
0.30952514,0.78885294,0.66317884,0.95585470,0.05796508
0.28750232,0.81122769,0.71378768,0.99105961,0.04799595
0.28785112,0.85386936,0.69031013,0.97893979,0.05070865
0.26566846,0.87098457,0.72638577,0.96518217,0.04536631
0.31836911,0.75974760,0.65913311,0.96372625,0.04803563
0.39951163,0.78531746,0.79116471,0.96809990,0.05931488
0.30752405,0.75447443,0.68545354,0.99958043,0.05911866
0.26788078,0.76580467,0.75302637,0.99546167,0.04752689
0.39731689,0.79632922,0.66690474,0.95757421,0.04226564
0.28044523,0.76555474,0.63079584,0.92142238,0.04680400
0.39977216,0.84370453,0.71756265,0.95253223,0.04506308
0.36411799,0.81108482,0.67210697,1.00244394,0.05177442
0.25975694,0.73936909,0.77354337,0.94800647,0.04280628
0.24997299,0.76477810,0.67843690,1.00893862,0.05262486
0.28270030,0.82511865,0.68403862,0.94089238,0.05101577
0.27657285,0.81714119,0.71302865,0.99737398,0.05486600
0.26773875,0.83550959,0.66147690,0.95877832,0.04142207
0.32262343,0.89236534,0.67035672,0.94115051,0.05588791
0.26177566,0.76075890,0.63118502,1.00229691,0.04194381
0.31408150,0.75015438,0.64528214,0.97566203,0.04854624
0.39940980,0.78546864,0.65540054,0.97234847,0.05029976
0.31803864,0.85077590,0.74653115,0.92117540,0.05214745
0.29621154,0.73360433,0.72394828,0.96960622,0.05457994
0.26678465,0.83660109,0.79084243,1.00677317,0.04279206
0.37350988,0.74656636,0.72227629,0.99217470,0.05775597
0.24911634,0.84797000,0.78485171,0.93297439,0.05148159
0.26432270,0.85887025,0.77198648,0.99555733,0.04750319
0.37397805,0.74121690,0.69639501,1.00833399,0.05174377
0.29916834,0.82058882,0.70148629,0.96380891,0.04168540
0.36974856,0.74754977,0.76862456,0.95343324,0.05140335
0.29031891,0.77554838,0.65026881,0.99784532,0.05602215
0.31369244,0.79001813,0.70473722,0.98007625,0.05916517
0.38618873,0.87712789,0.76406811,0.95303191,0.05076511
0.23541992,0.82256919,0.73008225,0.93600680,0.04817136
0.38992172,0.73983980,0.69229759,0.98001509,0.04228819
0.23320115,0.82660699,0.68856095,0.93134933,0.04039948
0.28227126,0.84809558,0.72815498,0.94245756,0.05664316
0.28118440,0.81800845,0.77256915,1.00057519,0.04632836
0.25563583,0.78410075,0.60749621,0.96674119,0.04059281
0.24471535,0.77977934,0.68984870,0.93609587,0.05050443
0.34070434,0.87862308,0.61859612,1.00205542,0.04393063
0.35807876,0.84289373,0.73132488,0.98643125,0.04877673
0.34757688,0.82740111,0.72145150,0.96282644,0.05089486
0.29582821,0.85876910,0.79259721,0.93781980,0.04696979
0.27941816,0.74611935,0.71967728,0.92735944,0.04206816
0.30609552,0.79609825,0.72037238,0.97334868,0.04553940
0.23487762,0.81756667,0.67383373,0.96595652,0.05312848
0.37015355,0.76980911,0.64595274,0.99260333,0.04139396
0.37534305,0.77856650,0.61682442,0.92522792,0.04163781
0.38768213,0.85624517,0.72290213,0.98682008,0.05973959
0.33236682,0.80395448,0.65106932,0.97286056,0.05938944
0.29046317,0.83078467,0.65928319,1.00549596,0.04970351
0.24658845,0.73995949,0.73953457,0.96167276,0.04455650
0.25292428,0.75904186,0.70106829,0.93638073,0.04079529
0.38964605,0.83773264,0.69387042,0.95122636,0.05173009
0.28054872,0.77665883,0.73075243,0.97455544,0.05394060
0.32002194,0.89156189,0.61284192,0.99746827,0.05988271
0.39417237,0.79973811,0.63737758,0.99269405,0.05450933
0.30488076,0.79054543,0.75840077,0.97408035,0.04635457
0.34774921,0.73127858,0.62310122,0.99318294,0.04032459
0.23900680,0.84399265,0.76947639,0.94452856,0.05581739
0.37902243,0.89109002,0.79036246,0.92668193,0.04813357
0.38935987,0.80692233,0.76742451,0.98406902,0.05129771
0.31698895,0.76766669,0.63294029,0.98473131,0.04323509
0.25888559,0.88445965,0.60004532,0.93270345,0.05528533
0.33326516,0.77798689,0.71006372,1.00871891,0.05598898
0.25757900,0.74303609,0.73026921,0.92058667,0.04164994
0.26534469,0.73685674,0.69642686,0.98712727,0.05237268
0.33012173,0.83981496,0.64480207,1.00050559,0.05461289
0.25936327,0.86991340,0.70674955,0.97618469,0.05715432
0.35408802,0.75368384,0.65139967,0.96547918,0.05409499
0.39681316,0.82268914,0.79425518,0.92989780,0.04106593
0.37246168,0.73964875,0.71494515,0.93972678,0.04245679
0.38645770,0.89477165,0.65859257,0.99816016,0.04376848
0.38583841,0.87775102,0.68236745,0.93769722,0.04836303
0.29099759,0.88779037,0.72838419,0.95325597,0.05559849
0.34344476,0.83611560,0.72363003,0.98165169,0.04324656
0.32625926,0.80335402,0.64781745,0.92822206,0.04674233
0.25120997,0.87152555,0.68305404,0.94086176,0.04567577
0.33948373,0.79520612,0.77096364,0.92510017,0.04267205
0.37966408,0.75024309,0.77780268,0.93560135,0.04332600
0.29794529,0.89968428,0.60055644,0.94141043,0.05002053
0.25314310,0.77703838,0.75626497,0.96432797,0.05455354
0.23998125,0.86597688,0.76429014,0.95541981,0.04190976
0.25410339,0.79036044,0.65167228,0.95348904,0.05467781
0.27086412,0.81723559,0.77013382,0.99990244,0.04643470
0.36051360,0.75202398,0.68833481,0.95939559,0.05514703
0.27691098,0.78468214,0.61986205,0.94923417,0.04525558
0.30935589,0.82230984,0.78950525,0.97777649,0.05453454
